"";"player_id";"firstname";"lastname";"birthdate";"birth_country";"birth_state";"birth_city";"pos";"team";"number";"status";"depth_chart";"height";"weight";"highschool";"college";"experience";"practice";"injurystatus";"injurybodypart";"injurystart";"espn_id";"fantasy_data_id";"gsis_id";"pandascore_id";"rotowire_id";"rotoworld_id";"sportsradar_id";"stats_id";"yahoo_id";"act_year";"inleaguesince"
"40";"1216";"Justin";"Bethel";"1990-06-17";NA;NA;NA;"CB";"NE";"29";"Active";"3";"6'0""";"200";NA;"Presbyterian";"8";NA;NA;NA;NA;"15089";"14469";"00-0029530";NA;"8306";"7622";"f403d099-29d4-43cd-bf79-4aeeb8dc6cd3";"461022";"25887";2020;2012
"41";"3126";"Terry";"Robiskie";NA;NA;NA;NA;NA;NA;"0";"Inactive";NA;"";"";NA;NA;"0";NA;NA;NA;NA;NA;"17880";NA;NA;NA;"11241";"";NA;NA;2020;2020
"42";"1154";"Ryan";"Broyles";"1988-04-09";NA;NA;NA;"WR";NA;"84";"Inactive";NA;"5'10""";"188";NA;"Oklahoma";"4";NA;NA;NA;NA;"14919";"14203";NA;NA;NA;NA;"a84c6342-3333-4af7-bf29-ea954e156835";"381163";"25764";2020;2016
"43";"4981";"Calvin";"Ridley";"1994-12-20";NA;NA;NA;"WR";"ATL";"18";"Active";"1";"6'1""";"190";NA;"Alabama";"2";NA;NA;NA;NA;"3925357";"19802";"00-0034837";NA;"12616";"13137";"926e2674-52d6-4cec-9991-46ee85cc8cfd";"884013";"30996";2020;2018
"44";"4440";"Paul";"Boyette Jr.";"1993-12-16";NA;NA;NA;"DE";NA;"91";"Inactive";NA;"6'4""";"300";NA;"Texas";"3";NA;NA;NA;NA;"2971696";"19301";NA;NA;"12047";NA;"4e200230-c115-46ac-a560-da77f9001567";NA;"30624";2020;2017
"45";"4614";"Riley";"McCarron";"1993-06-16";NA;NA;NA;"WR";NA;"17";"Inactive";NA;"5'9""";"183";NA;"Iowa";"3";NA;NA;NA;NA;"2988624";"19504";"00-0033773";NA;"12307";"12896";"ab9cf0fc-f4e4-4d18-8132-97e518eb14f3";"702925";"30808";2020;2017
"46";"2782";"Niko";"Davis";"1990-06-18";NA;NA;NA;"DE";NA;"67";"Inactive";NA;"6'5""";"285";NA;"Liberty";"0";NA;NA;NA;NA;"2575185";"17250";NA;NA;NA;NA;"d589f707-c40d-44b2-8c44-bf78e2d222bc";NA;NA;2020;2020
"47";"4237";"Marquez";"White";"1994-10-29";NA;NA;NA;"CB";NA;"39";"Inactive";"3";"6'0""";"194";NA;"Florida State";"3";NA;NA;NA;NA;"3045378";"19083";"00-0033586";NA;"12035";"12418";"db4eadbd-ef43-444c-9e33-1ee781dc9965";"742157";"30329";2020;2017
"48";"3573";"Brandon";"Wilds";"1993-07-22";NA;NA;NA;"RB";NA;"35";"Inactive";NA;"6'0""";"227";NA;"South Carolina";"4";NA;NA;NA;NA;"2577692";"18349";"00-0032593";NA;"10898";"11682";"abeef681-4be7-4ff3-9076-c72ec5a1b2e4";"604939";"29661";2020;2016
"49";"1191";"Corey";"White";"1990-05-09";NA;NA;NA;"CB";NA;"38";"Inactive";NA;"5'11""";"205";NA;"Samford - AL";"7";NA;NA;NA;NA;"15086";"14370";NA;NA;"8351";NA;"ccf1d49a-deda-4254-abd2-1ee79eb34c13";"459492";"25872";2020;2013
"50";"1399";"Jacob";"Schum";"1989-01-11";NA;NA;NA;"P";NA;"10";"Inactive";NA;"5'10""";"210";NA;"Buffalo";"6";NA;NA;NA;NA;"15774";"14941";NA;NA;"10142";NA;"cdfb58eb-2920-47d4-9c24-df5de536450e";"544154";"26613";2020;2014
"51";"1080";"John";"Hughes";"1988-04-27";NA;NA;NA;"DT";NA;"55";"Inactive";NA;"6'2""";"320";NA;"Cincinnati";"8";NA;NA;NA;NA;"14954";"13896";NA;NA;"8221";NA;"51e6e64c-7150-4588-847a-44b9ce7e0903";"382267";"25797";2020;2012
"52";"3756";"Ryan";"DiSalvo";"1994-01-20";NA;NA;NA;"LS";NA;NA;"Inactive";NA;"6'4""";"240";NA;"San Jose State";"4";NA;NA;NA;NA;"2981193";"18568";NA;NA;"11584";NA;"560dbfe1-923d-49ef-a5dd-a24b2f6b1f5d";NA;"29826";2020;2016
"53";"2874";"Leon";"Mackey";"1989-02-28";NA;NA;NA;"DE";NA;"78";"Inactive";NA;"6'5""";"260";NA;"Texas Tech";"1";NA;NA;NA;NA;"2577644";"17342";NA;NA;NA;NA;"e4192fdc-8e9d-43d1-91f0-0ca77f673920";NA;"28367";2020;2019
"54";"2383";"P.J.";"Williams";"1993-06-01";NA;NA;NA;"CB";"NO";"26";"Active";"2";"6'0""";"196";NA;"Florida State";"5";NA;NA;NA;NA;"2977661";"16839";"00-0032059";NA;"10409";"10449";"36538da8-9ac7-4f7d-beb4-8b773da4a080";NA;"28466";2020;2015
"55";"7224";"Sam";"Franklin Jr.";"1996-02-02";NA;NA;NA;"LB";"CAR";"42";"Active";"2";"6'3""";"210";NA;"Temple";"0";NA;NA;NA;NA;"4044133";"22226";NA;NA;"14931";NA;"3b1bb0da-607a-4502-8855-8ab5095334da";NA;"33137";2020;2020
"56";"6374";"Drew";"Belcher";"1996-04-18";NA;NA;NA;"TE";NA;"82";"Inactive";"5";"6'3""";"250";NA;"Maine";"1";NA;NA;NA;NA;"3120540";"21319";" 00-0035484";NA;"14041";NA;"7467134f-8eb3-4fde-ac64-e2fc9f9789db";"830271";"32153";2020;2019
"57";"2025";"Albert";"Wilson";"1992-07-12";NA;NA;NA;"WR";"MIA";"15";"Voluntary Opt Out";"3";"5'9""";"195";NA;"Georgia State";"6";NA;"DNR";NA;NA;"17051";"16308";"00-0030669";NA;"9491";"9572";"2958ea86-e2dc-4719-93e5-cc9d093ca963";"556955";"28046";2020;2014
"58";"6160";"Josiah";"Tauaefa";"1997-03-05";NA;NA;NA;"ILB";NA;NA;"Inactive";"3";"6'1""";"232";NA;"Texas-San Antonio";"1";NA;NA;NA;NA;"3914595";"20958";" 00-0035016";NA;"13487";NA;"18750e3f-5625-4253-ac44-61c6b8fc07d4";"881829";"32241";2020;2019
"59";"1707";"Spencer";"Lanning";"1988-05-21";NA;NA;NA;"P";NA;"4";"Inactive";NA;"5'11""";"200";NA;"South Carolina";"3";NA;NA;NA;NA;"14342";"15603";NA;NA;NA;NA;"4ca3e1bb-6604-41df-b86f-4b07c758421c";NA;"25150";2020;2017
"60";"3114";"Dean";"Spanos";NA;NA;NA;NA;NA;NA;"0";"Inactive";NA;"";"";NA;NA;"0";NA;NA;NA;NA;NA;"17867";NA;NA;NA;"9467";"";NA;NA;2020;2020
"61";"199";"Jon";"Condo";"1981-08-26";NA;NA;NA;"LS";NA;NA;"Inactive";NA;"6'3""";"250";NA;"Maryland";"15";NA;NA;NA;NA;"9276";"5083";" 00-0023177";NA;"7122";NA;"9c6d7765-03dd-4266-aeaa-926e5a85235f";NA;"7455";2020;2005
"62";"2333";"Laken";"Tomlinson";"1992-02-09";NA;NA;NA;"G";"SF";"75";"Active";"1";"6'3""";"312";NA;"Duke";"5";NA;NA;NA;NA;"2512477";"16789";"00-0032234";NA;"10269";"10454";"d0b7699f-5e18-4631-813d-2f709ee4b281";NA;"28416";2020;2015
"63";"929";"Davon";"House";"1989-07-10";NA;NA;NA;"CB";NA;"31";"Inactive";NA;"6'0""";"195";NA;"New Mexico State";"9";NA;NA;NA;NA;"14157";"13236";"00-0028069";NA;"7518";"6574";"bb6c7928-54f1-43bd-bf14-f2645644dda9";"410959";"24918";2020;2011
"64";"4218";"Trent";"Taylor";"1994-04-30";NA;NA;NA;"WR";"SF";"15";"Active";"2";"5'8""";"180";NA;"Louisiana Tech";"3";NA;NA;NA;NA;"3040569";"19064";"00-0033292";NA;"11881";"12305";"3e2e74e9-18a8-4275-9437-b275db27e2ff";"733849";"30290";2020;2017
"65";"2446";"MyCole";"Pruitt";"1992-03-24";NA;NA;NA;"TE";"TEN";"85";"Active";"3";"6'2""";"245";NA;"Southern Illinois";"5";NA;NA;NA;NA;"2508256";"16903";"00-0031585";NA;"10251";NA;"f22b34cf-6ecf-4522-9c77-1da275dfda7d";"552586";"28531";2020;2015
"66";"6333";"Keisean";"Nixon";"1997-06-22";NA;NA;NA;"CB";"LV";"22";"Active";NA;"5'10""";"200";NA;"South Carolina";"1";NA;NA;NA;NA;"4259493";"21239";" 00-0035133";NA;"13701";NA;"e94ac14d-0122-4dc8-ad20-b71226cb8cfe";NA;"32348";2020;2019
"67";"2653";"Brian";"Parker";"1992-05-30";NA;NA;NA;"TE";NA;"89";"Inactive";NA;"6'4""";"260";NA;"None";"5";NA;NA;NA;NA;"2508328";"17121";"00-0032089";NA;"10661";NA;"c5606f69-f550-4b4a-b61a-f1f71142a32f";"556849";"28688";2020;2015
"68";"1369";"Tommy";"Bohanon";"1990-09-10";NA;NA;NA;"FB";NA;"48";"Inactive";NA;"6'1""";"246";NA;"Wake Forest";"7";NA;NA;NA;NA;"15973";"14891";"00-0030112";NA;"8987";NA;"97c96dce-9b33-4d0e-ba01-5eb629192d19";"496208";"26838";2020;2013
"69";"6858";"James";"Lynch";"1999-01-20";NA;NA;NA;"DT";"MIN";"66";"Active";"3";"6'4""";"289";NA;"Baylor";"0";NA;NA;NA;NA;"4259181";"21894";NA;NA;"14499";NA;"ce8b21f7-6f93-40e6-8068-0432e10d855f";NA;"32800";2020;2020
"70";"5527";"Ramon";"Richards";"1995-11-29";NA;NA;NA;"SS";NA;"47";"Inactive";NA;"5'11""";"185";NA;"Oklahoma State";"2";NA;NA;NA;NA;"3122442";"20573";"00-0034224";NA;"13146";NA;"cc5a9d4b-7838-470d-8c36-182e97ff161d";NA;"31448";2020;2018
"71";"4720";"Dominique";"Hatfield";"1994-12-13";NA;NA;NA;"CB";NA;NA;"Inactive";NA;"5'10""";"180";NA;"Utah";"3";NA;NA;NA;NA;"3052502";"19628";"00-0033845";NA;"12317";NA;"2cf86b24-50e1-4047-83cb-afd82b17aa91";"733254";"30865";2020;2017
"72";"2288";"Chas";"Alecxih";"1989-02-10";NA;NA;NA;"DT";NA;"65";"Inactive";"2";"6'4""";"304";NA;"Pittsburgh";"1";NA;NA;NA;NA;"15353";"16725";NA;NA;"8472";NA;"1fde3c16-427a-4b51-9d0c-904a5d7a3e6d";NA;"26268";2020;2019
"73";"909";"Mark";"Herzlich";"1987-09-01";NA;NA;NA;"ILB";NA;"44";"Inactive";"2";"6'4""";"246";NA;"Boston College";"9";NA;NA;NA;NA;"14262";"13140";"00-0028620";NA;"7479";NA;"30be69a5-f203-49dc-a354-19e4733a80da";NA;"25509";2020;2011
"74";"4712";"Johnny";"Ragin";"1995-02-08";NA;NA;NA;"ILB";"TEN";"49";"Active";"3";"6'3""";"225";NA;"Oregon";"0";NA;NA;NA;NA;"3117315";"19619";NA;NA;NA;NA;"746168bc-d529-4fb9-bcd1-3fe9889b0027";NA;"30831";2020;2020
"75";"7160";"Ledarius";"Mack";"1996-10-03";NA;NA;NA;"LB";NA;NA;"Inactive";NA;"6'1""";"240";NA;"Buffalo";"0";NA;NA;NA;NA;"4257195";"22161";NA;NA;"14979";NA;"306d7e5a-f0f6-4b30-8484-5d933361278e";NA;"33176";2020;2020
"76";"6527";"Austin";"Droogsma";"1995-03-04";NA;NA;NA;"G";NA;"66";"Inactive";NA;"6'4""";"345";NA;"Florida State";"1";NA;NA;NA;NA;"4422420";"21518";" 00-0035151";NA;"14169";NA;"7c218b81-76f2-45a1-b4a1-ac4e7a987c6c";NA;"32382";2020;2019
"77";"4282";"Corey";"Levin";"1994-08-12";NA;NA;NA;"G";NA;NA;"Inactive";"2";"6'4""";"307";NA;"Tennessee-Chattanooga";"3";NA;NA;NA;NA;"2973637";"19128";"00-0033793";NA;"11804";NA;"e5266a8b-b610-4c5e-9bee-7269917ffd6f";NA;"30330";2020;2017
"78";"789";"Curtis";"Marsh";"1988-03-01";NA;NA;NA;"CB";NA;"31";"Inactive";NA;"6'0""";"197";NA;"Utah State";"4";NA;NA;NA;NA;"14031";"12711";NA;NA;NA;NA;"4fc319fc-3b0f-4b32-a3f7-43a4d03e4e72";NA;"24877";2020;2016
"79";"3443";"Chris";"Swain";"1992-11-17";NA;NA;NA;"FB";NA;"31";"Inactive";NA;"6'0""";"242";NA;"Navy";"1";NA;NA;NA;NA;"2970472";"18207";NA;NA;"11490";NA;"1a6927a9-1a96-4441-95ce-4833350a011c";NA;"29531";2020;2019
"80";"3364";"Maurice";"Canady";"1994-05-26";NA;NA;NA;"CB";"DAL";"28";"Voluntary Opt Out";NA;"6'1""";"193";NA;"Virginia";"4";NA;"DNR";NA;NA;"2979655";"18125";"00-0032438";NA;"10936";NA;"32884cc4-ff90-42d0-b02b-f9a7df6ce6fb";"693989";"29443";2020;2016
"81";"4861";"Kent";"Taylor";NA;NA;NA;NA;"TE";NA;"86";"Inactive";NA;"6'6""";"240";NA;"UTEP";"3";NA;NA;NA;NA;"2980119";"19761";NA;NA;"12601";NA;"69443f0b-8385-4eeb-871b-cbab8f1dddf0";"694628";"30957";2020;2017
"82";"5076";"John";"Kelly";"1996-10-04";NA;NA;NA;"RB";NA;NA;"Inactive";"33";"5'10""";"205";NA;"Tennessee";"2";NA;NA;NA;NA;"3915381";"19957";"00-0034808";NA;"12555";"13212";"27156b0b-e82d-4d02-8a04-ca1891d77110";"879766";"31145";2020;2018
"83";"6631";"Jalen";"Allison";NA;NA;NA;NA;"DB";NA;"32";"Inactive";NA;"6'0""";"177";NA;"North Dakota State";"0";NA;NA;NA;NA;NA;"21395";NA;NA;NA;NA;"4c4c9eb6-b7cc-41c9-b14f-92125832c8b5";NA;NA;2020;2020
"84";"3046";"Matt";"Rotheram";"1992-07-05";NA;NA;NA;"G";NA;"61";"Inactive";NA;"6'5""";"344";NA;"Pittsburgh";"4";NA;NA;NA;NA;"2513151";"17759";NA;NA;"10834";NA;"f533b338-a3ae-4942-a69f-fc6e66f87a2c";NA;"28933";2020;2016
"85";"6667";"Jordan";"Agasiva";"1997-05-21";NA;NA;NA;"G";NA;"66";"Inactive";NA;"6'3""";"318";NA;"Utah";"1";NA;NA;NA;NA;"4243241";"21552";" 00-0035543";NA;"14241";NA;"b4565520-ee0d-4d4a-a3dd-7f8c17a9196c";NA;"32563";2020;2019
"86";"4522";"Carlton";"Agudosi";"1994-02-01";NA;NA;NA;"WR";NA;"14";"Inactive";"3";"6'6""";"217";NA;"Rutgers";"3";NA;NA;NA;NA;"2982809";"19398";"00-0033599";NA;"12364";NA;"9bd7ed5d-968a-40c0-8dcd-25fcc2d4d47f";"696192";"30482";2020;2017
"87";"7259";"Bobby";"Price";"1998-04-25";NA;NA;NA;"S";"DET";"47";"Practice Squad";NA;"6'4""";"205";NA;"Norfolk State";"0";NA;NA;NA;NA;"4030779";"22258";NA;NA;"14849";NA;"b80be347-fd65-4a40-bdad-e11c75bded39";NA;"33190";2020;2020
"88";"1196";"Keith";"Tandy";"1989-02-12";NA;NA;NA;"SS";NA;"35";"Inactive";NA;"5'10""";"200";NA;"West Virginia";"8";NA;NA;NA;NA;"15001";"14391";"00-0029422";NA;"8318";NA;"e597cba3-fa90-4ce2-85e7-3e0bed1791d5";NA;"25884";2020;2012
"89";"6031";"Alex";"Barnes";"1996-10-27";NA;NA;NA;"RB";NA;"39";"Inactive";"7";"6'0""";"226";NA;"Kansas State";"1";NA;NA;NA;NA;"3886636";"21023";" 00-0035512";NA;"13452";NA;"e63d39ab-704f-40ad-9036-b8bad7ece8bb";"868507";"32419";2020;2019
"90";"1583";"Marcus";"Cooper";"1990-02-01";NA;NA;NA;"CB";NA;"31";"Inactive";NA;"6'2""";"192";NA;"Rutgers";"7";NA;NA;NA;NA;"15888";"15234";"00-0030127";NA;"9082";"8641";"38709da2-bd62-45f9-a7cd-f209879aca81";NA;"26875";2020;2013
